,Name,Street_Address,State,City,Zip_Code,Type,Reviews,No_of_Reviews,Comments,Price_Range
1267,Cannelle Patisserie,7559 31st Ave,NY,Flushing,11370-1811," Bakeries, Cafe, French",4.5,86,French pastry the best place. Delicious breakfast and good Service free  parking.I will  recommend Very clean pastry,Medium
1268,Terracotta Red Bistro,2820 Hewitt Ave,WA,Everett,98201-3820," Asian, Vegetarian Friendly, Vegan Options",4.5,297,"The only reason this restaurant is getting three stars is because of great service.  I ordered Heaven & Earth, a combo of pork, beef, shrimp and maybe chicken. Can't remember now.  All of the meats and shellfish were overdone.  Chewy and tough with very little...More",Medium
1269,Mod Pizza,2902 164th St SW,WA,Lynnwood,98087-3201," Pizza, Vegetarian Friendly",4.5,54,"This is the 4th Mod Pizza we have eaten in and they have all been delicious,  Restaurant was clean, staff was friendly,, pizza was good and they even have a gluten free crust for my husband.  Would eat here again.",Cheap
1270,Ice Harbor Brewing Company,206 N Benton St,WA,Kennewick,99336-3608," American, Bar, Pub",4.0,86,"It's a brew pub,  located in an old railway building.  The IPA IS GREAT! the Kolsch is authentic and smooth... Try the potato rounds appetizer, and the sandwiches are a really good value. Did I say great beer? And a fantastic atmosphere.  Sometimes you even...More",Medium
1271,Saigon Kitchen,526 W State St,NY,Ithaca,14850-5222," Asian, Vietnamese, Vegetarian Friendly",4.5,331,"We were passing through Ithaca in route to Corning.  Stopped by in this place based on reviews.  Delicious food, friendly staff who were helpful and the food is out of this world.  Absolutely delicious.  Look forward to going there again if I'm ever in this...More",Medium
1272,SteamPlant,159 S Lincoln St,WA,Spokane,99201-4420," American, Bar, Brew Pub",4.0,466,"Stopped in with a group of friends before heading back to Montana. The food was delicious, good bar, all in a unique setting. This was originally a hugh steam plant in downtown Spokane converted into a restaurant with a few business offices incorporated    
among the...More",Medium
1273,Seasons 52,7300 Lone Star Dr,TX,Plano,75024-5647," American, International, Contemporary",4.5,811,"This is a solid, consistently good food. Were there for a business dinner in late January and found a wide variety of options, ranging from vegetarian, pork tenderloin, filet mignon, ricotta stuffed chicken, etc. We sampled several flat breads to start - all good. Dessert...More",Expensive
1274,Budd Bay Cafe,525 Columbia St NW,WA,Olympia,98501-8230," American, Bar, Seafood",4.0,743,"My favorite is the crab louie and always enjoy their clam chowder soup to start.  Oh, they add a dash of Sherry if you would like and now I always ask for it.   The last time I was in I saw a terrific looking steak...More",Medium
1275,Hahm Ji Bach,4011 149th Pl,NY,Flushing,11354-4942," Barbecue, Asian, Korean",4.5,53,"We actually came here after we couldn't get in to two other Korean BBQ places on a Sat nite with no reservations.  I thought we lucked out since the food was very good and service was fine too. When ordering beef to cook, go with...More",Medium
1276,Chama Gaucha Brazilian Steakhouse,5865 Westheimer Rd,TX,Houston,77057-5616," Steakhouse, Brazilian, South American",4.5,908,My carnivorous kids like their birthdays celebrated in this place. Plus they get a free dessert with a candle to blow.,Expensive
1277,The Mouzon House,1 York St,NY,Saratoga Springs,12866-2309," French, Cajun & Creole, American",4.5,356,Wonderful dinner but expensive. $25 mac & cheese! We would visit more often but bringing friends can be difficult due to prices. Great food!,Expensive
1278,The Vermillion,115 Paredes Line Rd,TX,Brownsville,78521-2243," Mexican, American, Southwestern",4.0,289,"Anything you order is wonderful: it’s homey and delicious! If no table is available, it’s worth the wait. Best local restaurant in town!",Medium
1279,City Tavern,1109 Elizabeth Ave,NJ,Elizabeth,07201-2497," American, Bar, Pub",4.0,49,"Had a reservation for 15 coworkers after a long day of training meetings.  The team at the City Tavern made sure our drinks were always full, and were absolutely amazing explaining the menu and taking care of us.  Everyone in our group was extremely pleased...More",Medium
1280,Mill House Brewing Company,289 Mill St,NY,Poughkeepsie,12601-3111," American, Bar, Pub",4.5,694,Haven’t been here in a long time. Glad I stopped. Visually stunning environment. Creative and inventive cuisine. Homemade sausage and house made brews. Fresh made rigatoni with sausage. Superb Bacon and ham club sandwiches with string fries. The Chick pea appetizer was delicious!! Very attentive...More,Medium
1281,The Big Fish Grill,10426 Northup Way,WA,Kirkland,98033-7912," American, Seafood, Bar",4.0,112,"My husband and I were staying close and were told by our hotel that it was good, decided to give it a try. We had a delicious grilled artichoke, sourdough bread and we both loved our meals!  Would highly recommend!",Medium
1282,Piccola Cucina,184 Prince St,NY,New York City,10012-2979," Italian, European, Sicilian",4.5,1045,"A very little restaurant but they provide amazing food and they are the nicest people you will meet. Loved it, would happily come again when in NY!",Medium
1283,Palenque Grill Loop 20,7220 Bob Bullock Loop,TX,Laredo,78041-2058," Steakhouse, Seafood, Mexican",4.5,359,This is a very high end clean restaurant with really great food. I had the Fajitas de Pollo and it was unbelievable ! You will get the best bang for the buck here High end facilities with a cheap price. Highly recommend.,Medium
1284,George's Place,108 Kirkland Ave,WA,Kirkland,98033-6504," American, Greek, Vegetarian Friendly",4.0,152,"One of those iconic places that never goes out of style. They sell quality food in spotless surroundings and the service is good, but not great.  We've only tried the breakfast menu and the omelette's are especially good.  Try the locally-grown, sliced tomatoes instead of...More",Medium
1285,Terracotta Red Bistro,2820 Hewitt Ave,WA,Everett,98201-3820," Asian, Vegetarian Friendly, Vegan Options",4.5,297,"The only reason this restaurant is getting three stars is because of great service.  I ordered Heaven & Earth, a combo of pork, beef, shrimp and maybe chicken. Can't remember now.  All of the meats and shellfish were overdone.  Chewy and tough with very little...More",Medium
1286,Kubel's,7th Street and Bayview Avenue,NJ,Barnegat Light,08006," American, Bar, Seafood",4.0,238,Kubel’s is definitely one of the best restaurants on the Long Beach Island. The location is very nice and the outside seating gives you a great view of the bay. The atmosphere inside is very comfortable and the food is excellent. The restaurant doesn’t require...More,Medium
1287,Trattoria Romana,1476 Hylan Blvd,NY,Staten Island,10305-1923," Italian, Vegetarian Friendly, Gluten Free Options",4.5,259,We drove over from Pennsylvania to by Christmas decorations at the Garden Center down the street and were steered to this restaurant by the gentleman at the Garden Center. He did us a great favor as we had a wonderful lunch with excellent food in...More,Medium
1288,Frankie's Mexican Cuisine,2701 Custer Pkwy,TX,Richardson,75080-1667," Mexican, Southwestern, Vegetarian Friendly",4.5,304,We have been to Frankie's restaurant many times over the years and have taken out-of-town guests here as well. The result   the same - we love it and so do our guests. Frankie's has an extensive menu and some items you do not always see...More,Medium
1289,Rosalita's Roadside Cantina,1048 Cedar Bridge Ave,NJ,Brick,08723-4000," Mexican, Southwestern",4.0,26,"We don't eat at many chain restaurants, but found ourselves in this vicinity and hungry, so decided to try Rosie's.
Casual ambiance with bar as you enter and tables and booths in the back.
Jose was our attentive server.
What's up with those crazy prices?...More",Medium
1290,Aspen Creek Grill,4300 W Airport Fwy,TX,Irving,75062-5819," American, Southwestern, Bar",4.5,630,"Went for dinner, traveling for work. Sat at bar. Good service and friendly crowd. Plenty of TV's, good selection of beers. Food okay.
Easy to get in and out.",Medium
1291,IKEA,7171 Ikea Dr,TX,Frisco,75034-8591," Scandinavian, American, Swedish",4.0,106,Love the Swedish meatballs and for such an amazing price. You can't beat it. Enjoyed the quick meal. Only problem is you might get lost in all the furniture!,Cheap
1292,Prep's Pizzeria,1004 Boardwalk,NJ,Ocean City,08226-3335," Pizza, Vegetarian Friendly, Vegan Options",4.5,121,This is our go-to pizza place in Ocean City. Simple. Good. Gets a bit busy at times but the lines move quick!,Cheap
1293,Saltgrass Steak House,1051 West Interstate 20,TX,Arlington,76015," American, Steakhouse, Vegetarian Friendly",4.5,963,"Saltgrass Steakhouse is our go to restaurant for lunch or dinner. Several convenient locations,
Prompt friendly service, wonderful food and great cook to order steaks!! If you have room after your meal the cheesecake is delicious 😋 I usually split a piece with someone! So...More",Medium
1294,Martha's Country Bakery,3621 Ditmars Blvd,NY,Astoria,11105-1918," Bakeries, Cafe",4.5,127,"Family oriented. Fresh, flavorful and delicious desserts, especially the berry napoleon and the chocolate layer cake. A must go to in Astoria.",Medium
1295,Lola's Catering and Cafe,131 Washington St,NY,Poughkeepsie,12601-1813," American, Cafe, Asian",4.5,201,"Very good, homemade food. Even though you order at the counter, the staff was friendly and accommodating. There is a good assortment of sandwiches, salads, and burgers. A great option for lunch or takeout.",Medium
1296,Uchi,801 S Lamar Blvd,TX,Austin,78704-1509," Japanese, Seafood, Sushi",4.5,1331,"My husband and I travel often and have eaten at many fine restaurants. Uchi has to be one of the very best we have ever gone too. I never know the best items to choose at a Japanese  restaurant. Our server, Lauren, quizzed us about...More",Expensive
1297,Bonefish Grill,22616 Bothell Everett Hwy,WA,Bothell,98021-8420," American, Bar, Seafood",4.0,264,"A great Valentines Day Meal!!. Even with sold out, standing room only while patrons waiting to be seated, the hostess staff  met each customer with a cordial, heartfelt welcome. Kitchen  responded with well prepared, quality meals with minimum delay and meals were excexptional, properly serverd....More",Medium
1298,Mama Stortini's,3207 E Main,WA,Puyallup,98372-3112," Italian, Vegetarian Friendly, Gluten Free Options",4.0,223,"Large menu for lunch. Pasta. Pizza and salads are excellent.  The chicken  marsala is wonderful...savory, juicy pieces of chicken served on top of pasta and parmesan grated over the top. My friend had a small caesar salad with fried calamari (for an additional price). There...More",Medium
1299,Totem Family Dining,4410 Rucker Ave,WA,Everett,98203-2301," American, Diner",4.5,143,Excellent breakfast! Excellent service! Excellent food!  The vegetable omelette was huge... who makes omelettes with 4 eggs. Hash browns and sourdough toast rounded out the platter. I couldn’t eat it all.,Medium
1300,Francesco's Restaurant,568 McBride Ave,NJ,Woodland Park,07424-2850, Italian,4.0,52,Sad to say that the brazino was deep fried and bland and the the Gnocchi with sauce was not a winner..Our overall experience was not good..😡,Medium
1301,Youngblood's Cafe,620 SW 16th Ave,TX,Amarillo,79101-4000," American, Cafe, Grill",4.5,128,Why go to a chain restaurant when their are so many of these wonderful family diners that encapsulate the local flavor of the town you are in. Youngblood's Cafe is Texas through and through. This is a local hangout with stories from the surrounding ranches...More,Medium
